Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.7075        -332.9987    -335.5620       2.5633   271.6
0.7080        -332.9975    -335.5217       2.5242   267.5
0.7085        -332.9946    -335.4595       2.4650   261.2
0.7090        -332.9913    -335.4052       2.4140   255.8
0.7095        -332.9875    -335.3856       2.3981   254.1
0.7100        -332.9839    -335.4214       2.4375   258.3
0.7105        -332.9809    -335.5185       2.5376   268.9
0.7110        -332.9779    -335.6605       2.6826   284.3
0.7115        -332.9745    -335.8130       2.8385   300.8
0.7120        -332.9693    -335.9364       2.9670   314.4
0.7125        -332.9620    -336.0037       3.0418   322.4
0.7130        -332.9532    -336.0097       3.0566   323.9
0.7135        -332.9440    -335.9667       3.0226   320.3
0.7140        -332.9345    -335.8944       2.9599   313.7
0.7145        -332.9252    -335.8155       2.8903   306.3
0.7150        -332.9157    -335.7499       2.8342   300.4
0.7155        -332.9061    -335.7144       2.8083   297.6
0.7160        -332.8968    -335.7181       2.8213   299.0
0.7165        -332.8878    -335.7604       2.8725   304.4
0.7170        -332.8786    -335.8299       2.9513   312.8
0.7175        -332.8691    -335.9071       3.0381   322.0
0.7180        -332.8589    -335.9673       3.1084   329.4
0.7185        -332.8480    -335.9872       3.1391   332.7
0.7190        -332.8360    -335.9504       3.1144   330.1
0.7195        -332.8222    -335.8566       3.0344   321.6
0.7200        -332.8082    -335.7277       2.9195   309.4
0.7205        -332.7938    -335.5987       2.8049   297.3
0.7210        -332.7803    -335.5090       2.7287   289.2
0.7215        -332.7687    -335.4794       2.7107   287.3
0.7220        -332.7574    -335.5004       2.7430   290.7
0.7225        -332.7454    -335.5442       2.7988   296.6
0.7230        -332.7319    -335.5832       2.8514   302.2
0.7235        -332.7173    -335.6019       2.8846   305.7
0.7240        -332.7016    -335.5934       2.8918   306.5
0.7245        -332.6852    -335.5596       2.8744   304.6
0.7250        -332.6684    -335.5078       2.8393   300.9
0.7255        -332.6512    -335.4477       2.7964   296.4
0.7260        -332.6331    -335.3930       2.7599   292.5
0.7265        -332.6147    -335.3621       2.7473   291.2
0.7270        -332.5965    -335.3721       2.7756   294.2
0.7275        -332.5784    -335.4301       2.8517   302.2
0.7280        -332.5602    -335.5253       2.9651   314.2
0.7285        -332.5414    -335.6338       3.0923   327.7
0.7290        -332.5207    -335.7257       3.2050   339.7
0.7295        -332.4985    -335.7804       3.2819   347.8
0.7300        -332.4748    -335.7923       3.3175   351.6
0.7305        -332.4502    -335.7727       3.3225   352.1
0.7310        -332.4257    -335.7463       3.3207   351.9
0.7315        -332.4020    -335.7382       3.3361   353.6
0.7320        -332.3795    -335.7582       3.3787   358.1
0.7325        -332.3577    -335.7962       3.4385   364.4
0.7330        -332.3359    -335.8283       3.4924   370.1
0.7335        -332.3133    -335.8324       3.5191   372.9
0.7340        -332.2907    -335.7982       3.5075   371.7
0.7345        -332.2680    -335.7235       3.4555   366.2
0.7350        -332.2457    -335.6141       3.3683   357.0
0.7355        -332.2239    -335.4796       3.2557   345.0
0.7360        -332.2021    -335.3371       3.1349   332.2
0.7365        -332.1810    -335.2111       3.0301   321.1
0.7370        -332.1611    -335.1239       2.9628   314.0
0.7375        -332.1420    -335.0860       2.9440   312.0
0.7380        -332.1231    -335.0944       2.9713   314.9
0.7385        -332.1042    -335.1337       3.0295   321.1
0.7390        -332.0849    -335.1797       3.0948   328.0
0.7395        -332.0641    -335.2092       3.1451   333.3
0.7400        -332.0416    -335.2130       3.1714   336.1
0.7405        -332.0185    -335.1980       3.1795   337.0
0.7410        -331.9949    -335.1806       3.1857   337.6
0.7415        -331.9722    -335.1797       3.2075   339.9
0.7420        -331.9503    -335.1990       3.2487   344.3
0.7425        -331.9283    -335.2249       3.2965   349.4
0.7430        -331.9049    -335.2400       3.3351   353.4
0.7435        -331.8806    -335.2420       3.3614   356.2
0.7440        -331.8560    -335.2410       3.3850   358.7
0.7445        -331.8321    -335.2490       3.4169   362.1
0.7450        -331.8092    -335.2692       3.4600   366.7
0.7455        -331.7862    -335.2930       3.5068   371.6
0.7460        -331.7629    -335.3096       3.5467   375.9
0.7465        -331.7388    -335.3147       3.5759   379.0
0.7470        -331.7147    -335.3137       3.5989   381.4
0.7475        -331.6916    -335.3154       3.6238   384.0
0.7480        -331.6692    -335.3242       3.6551   387.4
0.7485        -331.6470    -335.3367       3.6897   391.0
0.7490        -331.6256    -335.3459       3.7203   394.3
0.7495        -331.6040    -335.3454       3.7415   396.5
0.7500        -331.5820    -335.3398       3.7579   398.2
0.7505        -331.5602    -335.3490       3.7887   401.5
0.7510        -331.5397    -335.3948       3.8551   408.6
0.7515        -331.5221    -335.4819       3.9598   419.6
0.7520        -331.5062    -335.5841       4.0779   432.2
0.7525        -331.4903    -335.6584       4.1682   441.7
0.7530        -331.4739    -335.6721       4.1982   444.9
0.7535        -331.4573    -335.6165       4.1592   440.8
0.7540        -331.4421    -335.5081       4.0660   430.9
0.7545        -331.4277    -335.3769       3.9492   418.5
0.7550        -331.4155    -335.2585       3.8430   407.3
0.7555        -331.4061    -335.1773       3.7712   399.7
0.7560        -331.3978    -335.1383       3.7405   396.4
0.7565        -331.3907    -335.1352       3.7445   396.8
0.7570        -331.3846    -335.1531       3.7685   399.4
0.7575        -331.3791    -335.1733       3.7942   402.1
0.7580        -331.3746    -335.1771       3.8025   403.0
0.7585        -331.3706    -335.1468       3.7763   400.2
0.7590        -331.3659    -335.0698       3.7040   392.5
0.7595        -331.3607    -334.9508       3.5901   380.5
0.7600        -331.3549    -334.8155       3.4606   366.7
0.7605        -331.3498    -334.7045       3.3547   355.5
0.7610        -331.3466    -334.6546       3.3080   350.6
0.7615        -331.3454    -334.6786       3.3332   353.2
0.7620        -331.3457    -334.7565       3.4107   361.5
0.7625        -331.3459    -334.8468       3.5009   371.0
0.7630        -331.3455    -334.9121       3.5666   378.0
0.7635        -331.3438    -334.9327       3.5890   380.4
0.7640        -331.3422    -334.9122       3.5701   378.3
0.7645        -331.3404    -334.8644       3.5240   373.5
0.7650        -331.3386    -334.8104       3.4718   367.9
0.7655        -331.3381    -334.7719       3.4338   363.9
0.7660        -331.3380    -334.7607       3.4226   362.7
0.7665        -331.3386    -334.7802       3.4417   364.7
0.7670        -331.3401    -334.8268       3.4867   369.5
0.7675        -331.3412    -334.8903       3.5491   376.1
0.7680        -331.3438    -334.9617       3.6179   383.4
0.7685        -331.3470    -335.0235       3.6765   389.6
0.7690        -331.3503    -335.0575       3.7072   392.9
0.7695        -331.3534    -335.0551       3.7018   392.3
0.7700        -331.3556    -335.0217       3.6661   388.5
0.7705        -331.3578    -334.9816       3.6238   384.0
0.7710        -331.3619    -334.9658       3.6040   381.9
0.7715        -331.3681    -334.9875       3.6194   383.6
0.7720        -331.3759    -335.0323       3.6564   387.5
0.7725        -331.3842    -335.0688       3.6847   390.5
0.7730        -331.3918    -335.0702       3.6784   389.8
0.7735        -331.3989    -335.0296       3.6307   384.8
0.7740        -331.4060    -334.9573       3.5513   376.4
0.7745        -331.4135    -334.8685       3.4550   366.2
0.7750        -331.4210    -334.7781       3.3572   355.8
0.7755        -331.4282    -334.7018       3.2735   346.9
0.7760        -331.4352    -334.6581       3.2230   341.6
0.7765        -331.4436    -334.6628       3.2192   341.2
0.7770        -331.4530    -334.7087       3.2558   345.0
0.7775        -331.4632    -334.7687       3.3055   350.3
0.7780        -331.4732    -334.8059       3.3326   353.2
0.7785        -331.4820    -334.7930       3.3110   350.9
0.7790        -331.4890    -334.7230       3.2340   342.7
0.7795        -331.4937    -334.6163       3.1227   330.9
0.7800        -331.4984    -334.5189       3.0205   320.1
0.7805        -331.5034    -334.4744       2.9710   314.9
0.7810        -331.5101    -334.5084       2.9983   317.8
0.7815        -331.5181    -334.6166       3.0985   328.4
0.7820        -331.5274    -334.7698       3.2424   343.6
0.7825        -331.5364    -334.9267       3.3903   359.3
0.7830        -331.5447    -335.0510       3.5063   371.6
0.7835        -331.5528    -335.1215       3.5687   378.2
0.7840        -331.5608    -335.1350       3.5742   378.8
0.7845        -331.5684    -335.1006       3.5321   374.3
0.7850        -331.5755    -335.0373       3.4618   366.9
0.7855        -331.5821    -334.9759       3.3938   359.7
0.7860        -331.5892    -334.9542       3.3650   356.6
0.7865        -331.5980    -335.0011       3.4031   360.7
0.7870        -331.6094    -335.1197       3.5103   372.0
0.7875        -331.6232    -335.2798       3.6566   387.5
0.7880        -331.6377    -335.4281       3.7903   401.7
0.7885        -331.6514    -335.5139       3.8625   409.3
0.7890        -331.6648    -335.5126       3.8478   407.8
0.7895        -331.6768    -335.4255       3.7487   397.3
0.7900        -331.6887    -335.2809       3.5922   380.7
0.7905        -331.6998    -335.1207       3.4209   362.5
0.7910        -331.7113    -334.9894       3.2781   347.4
0.7915        -331.7241    -334.9163       3.1922   338.3
0.7920        -331.7377    -334.9075       3.1698   335.9
0.7925        -331.7520    -334.9495       3.1975   338.9
0.7930        -331.7667    -335.0156       3.2489   344.3
0.7935        -331.7808    -335.0781       3.2973   349.4
0.7940        -331.7944    -335.1187       3.3243   352.3
0.7945        -331.8072    -335.1315       3.3243   352.3
0.7950        -331.8194    -335.1250       3.3056   350.3
0.7955        -331.8314    -335.1176       3.2861   348.3
0.7960        -331.8440    -335.1281       3.2841   348.0
0.7965        -331.8575    -335.1683       3.3108   350.9
0.7970        -331.8716    -335.2384       3.3668   356.8
0.7975        -331.8868    -335.3299       3.4431   364.9
0.7980        -331.9021    -335.4275       3.5254   373.6
0.7985        -331.9179    -335.5198       3.6020   381.7
0.7990        -331.9341    -335.5999       3.6658   388.5
0.7995        -331.9512    -335.6643       3.7131   393.5
0.8000        -331.9682    -335.7115       3.7433   396.7
0.8005        -331.9868    -335.7473       3.7605   398.5
0.8010        -332.0058    -335.7769       3.7710   399.6
0.8015        -332.0260    -335.8057       3.7797   400.6
0.8020        -332.0475    -335.8347       3.7872   401.4
0.8025        -332.0695    -335.8602       3.7907   401.7
0.8030        -332.0926    -335.8765       3.7839   401.0
0.8035        -332.1159    -335.8762       3.7603   398.5
0.8040        -332.1397    -335.8568       3.7172   393.9
0.8045        -332.1634    -335.8194       3.6560   387.5
0.8050        -332.1867    -335.7698       3.5831   379.7
0.8055        -332.2099    -335.7192       3.5092   371.9
0.8060        -332.2325    -335.6820       3.4495   365.6
0.8065        -332.2557    -335.6736       3.4179   362.2
0.8070        -332.2804    -335.6987       3.4183   362.3
0.8075        -332.3053    -335.7466       3.4413   364.7
0.8080        -332.3306    -335.8018       3.4712   367.9
0.8085        -332.3565    -335.8495       3.4930   370.2
0.8090        -332.3824    -335.8757       3.4933   370.2
0.8095        -332.4077    -335.8737       3.4660   367.3
0.8100        -332.4329    -335.8482       3.4153   361.9
0.8105        -332.4569    -335.8111       3.3543   355.5
0.8110        -332.4809    -335.7835       3.3026   350.0
0.8115        -332.5058    -335.7828       3.2770   347.3
0.8120        -332.5308    -335.8172       3.2864   348.3
0.8125        -332.5579    -335.8826       3.3247   352.3
0.8130        -332.5854    -335.9543       3.3689   357.0
0.8135        -332.6125    -336.0049       3.3924   359.5
0.8140        -332.6393    -336.0173       3.3780   358.0
0.8145        -332.6643    -335.9879       3.3236   352.2
0.8150        -332.6883    -335.9341       3.2458   344.0
0.8155        -332.7116    -335.8844       3.1728   336.2
0.8160        -332.7351    -335.8671       3.1320   331.9
0.8165        -332.7592    -335.8971       3.1379   332.5
0.8170        -332.7847    -335.9703       3.1856   337.6
0.8175        -332.8110    -336.0637       3.2526   344.7
0.8180        -332.8374    -336.1454       3.3079   350.6
0.8185        -332.8634    -336.1912       3.3278   352.7
0.8190        -332.8880    -336.1923       3.3043   350.2
0.8195        -332.9119    -336.1579       3.2460   344.0
0.8200        -332.9354    -336.1072       3.1717   336.1
0.8205        -332.9587    -336.0590       3.1003   328.6
0.8210        -332.9817    -336.0257       3.0440   322.6
